participant_id,condition,rt,response,stimulus,task_type,choices,block,colour,congruency,stim_eng,task,accuracy,dev_start_age,pa_start_age,dev_rating,pa_rating,options_roman
P04,3,1691,1,<p style='color:red'>ہرا</p>,main,"[""ہرا"",""لال""]",urdu pure,red,incongruent,green,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1408,0,<p style='color:blue'>نیلا</p>,main,"[""نیلا"",""لال""]",urdu pure,blue,congruent,blue,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,1751,0,<p style='color:green'>نیلا</p>,main,"[""ہرا"",""نیلا""]",urdu pure,green,incongruent,blue,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,1434,1,<p style='color:blue'>ہرا</p>,main,"[""ہرا"",""نیلا""]",urdu pure,blue,incongruent,green,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,1294,1,<p style='color:red'>لال</p>,main,"[""نیلا"",""لال""]",urdu pure,red,congruent,red,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,1957,1,<p style='color:blue'>ہرا</p>,main,"[""ہرا"",""نیلا""]",urdu pure,blue,incongruent,green,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,1574,1,<p style='color:red'>لال</p>,main,"[""ہرا"",""لال""]",urdu pure,red,congruent,red,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1965,1,<p style='color:green'>لال</p>,main,"[""लाल"",""हरा""]",urdu mixed,green,incongruent,red,trial,1,4,3,10,10,"[""laal"",""haraa""]"
P04,3,1711,0,<p style='color:red'>ہرا</p>,main,"[""लाल"",""हरा""]",urdu mixed,red,incongruent,green,trial,1,4,3,10,10,"[""laal"",""haraa""]"
P04,3,2365,1,<p style='color:red'>نیلا</p>,main,"[""नीला"",""लाल""]",urdu mixed,red,incongruent,blue,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,1480,0,<p style='color:green'>نیلا</p>,main,"[""हरा"",""नीला""]",urdu mixed,green,incongruent,blue,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,1578,1,<p style='color:green'>لال</p>,main,"[""लाल"",""हरा""]",urdu mixed,green,incongruent,red,trial,1,4,3,10,10,"[""laal"",""haraa""]"
P04,3,2257,0,<p style='color:red'>نیلا</p>,main,"[""लाल"",""नीला""]",urdu mixed,red,incongruent,blue,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,1478,1,<p style='color:red'>لال</p>,main,"[""हरा"",""लाल""]",urdu mixed,red,congruent,red,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1317,0,<p style='color:blue'>لال</p>,main,"[""नीला"",""लाल""]",urdu mixed,blue,incongruent,red,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,1482,1,<p style='color:blue'>ہرا</p>,main,"[""हरा"",""नीला""]",urdu mixed,blue,incongruent,green,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,1504,1,<p style='color:red'>نیلا</p>,main,"[""नीला"",""लाल""]",urdu mixed,red,incongruent,blue,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,1638,0,<p style='color:green'>ہرا</p>,main,"[""हरा"",""नीला""]",urdu mixed,green,congruent,green,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,1444,1,<p style='color:red'>لال</p>,main,"[""नीला"",""लाल""]",urdu mixed,red,congruent,red,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,1644,1,<p style='color:green'>نیلا</p>,main,"[""नीला"",""हरा""]",urdu mixed,green,incongruent,blue,trial,1,4,3,10,10,"[""nila"",""haraa""]"
P04,3,1509,0,<p style='color:blue'>نیلا</p>,main,"[""नीला"",""लाल""]",urdu mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,1556,1,<p style='color:blue'>ہرا</p>,main,"[""हरा"",""नीला""]",urdu mixed,blue,incongruent,green,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,1298,0,<p style='color:green'>ہرا</p>,main,"[""हरा"",""नीला""]",urdu mixed,green,congruent,green,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,1506,1,<p style='color:green'>ہرا</p>,main,"[""लाल"",""हरा""]",urdu mixed,green,congruent,green,trial,1,4,3,10,10,"[""laal"",""haraa""]"
P04,3,1305,0,<p style='color:green'>لال</p>,main,"[""हरा"",""लाल""]",urdu mixed,green,incongruent,red,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1363,1,<p style='color:blue'>لال</p>,main,"[""लाल"",""नीला""]",urdu mixed,blue,incongruent,red,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,1200,0,<p style='color:blue'>نیلا</p>,main,"[""नीला"",""हरा""]",urdu mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""nila"",""haraa""]"
P04,3,1387,0,<p style='color:red'>ہرا</p>,main,"[""लाल"",""हरा""]",urdu mixed,red,incongruent,green,trial,1,4,3,10,10,"[""laal"",""haraa""]"
P04,3,1448,1,<p style='color:blue'>لال</p>,main,"[""लाल"",""नीला""]",urdu mixed,blue,incongruent,red,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,1428,0,<p style='color:green'>لال</p>,main,"[""हरा"",""लाल""]",urdu mixed,green,incongruent,red,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1557,0,<p style='color:blue'>ہرا</p>,main,"[""नीला"",""हरा""]",urdu mixed,blue,incongruent,green,trial,1,4,3,10,10,"[""nila"",""haraa""]"
P04,3,1658,0,<p style='color:green'>ہرا</p>,main,"[""हरा"",""लाल""]",urdu mixed,green,congruent,green,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1212,0,<p style='color:red'>لال</p>,main,"[""लाल"",""हरा""]",urdu mixed,red,congruent,red,trial,1,4,3,10,10,"[""laal"",""haraa""]"
P04,3,1298,0,<p style='color:green'>ہرا</p>,main,"[""हरा"",""लाल""]",urdu mixed,green,congruent,green,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,2411,1,<p style='color:red'>ہرا</p>,main,"[""हरा"",""लाल""]",urdu mixed,red,incongruent,green,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1586,0,<p style='color:green'>لال</p>,main,"[""हरा"",""लाल""]",urdu mixed,green,incongruent,red,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1593,1,<p style='color:red'>ہرا</p>,main,"[""हरा"",""लाल""]",urdu mixed,red,incongruent,green,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1849,1,<p style='color:red'>لال</p>,main,"[""नीला"",""लाल""]",urdu mixed,red,congruent,red,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,2131,0,<p style='color:red'>لال</p>,main,"[""लाल"",""नीला""]",urdu mixed,red,congruent,red,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,1670,0,<p style='color:red'>نیلا</p>,main,"[""लाल"",""नीला""]",urdu mixed,red,incongruent,blue,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,1824,1,<p style='color:red'>لال</p>,main,"[""हरा"",""लाल""]",urdu mixed,red,congruent,red,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1880,1,<p style='color:green'>ہرا</p>,main,"[""नीला"",""हरा""]",urdu mixed,green,congruent,green,trial,1,4,3,10,10,"[""nila"",""haraa""]"
P04,3,1904,1,<p style='color:green'>نیلا</p>,main,"[""नीला"",""हरा""]",urdu mixed,green,incongruent,blue,trial,1,4,3,10,10,"[""nila"",""haraa""]"
P04,3,1546,1,<p style='color:green'>ہرا</p>,main,"[""नीला"",""हरा""]",urdu mixed,green,congruent,green,trial,1,4,3,10,10,"[""nila"",""haraa""]"
P04,3,1471,0,<p style='color:green'>ہرا</p>,main,"[""हरा"",""नीला""]",urdu mixed,green,congruent,green,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,1384,1,<p style='color:red'>لال</p>,main,"[""हरा"",""लाल""]",urdu mixed,red,congruent,red,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1375,0,<p style='color:blue'>لال</p>,main,"[""नीला"",""लाल""]",urdu mixed,blue,incongruent,red,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,1500,1,<p style='color:green'>نیلا</p>,main,"[""नीला"",""हरा""]",urdu mixed,green,incongruent,blue,trial,1,4,3,10,10,"[""nila"",""haraa""]"
P04,3,1323,0,<p style='color:red'>لال</p>,main,"[""लाल"",""हरा""]",urdu mixed,red,congruent,red,trial,1,4,3,10,10,"[""laal"",""haraa""]"
P04,3,1677,1,<p style='color:blue'>ہرا</p>,main,"[""हरा"",""नीला""]",urdu mixed,blue,incongruent,green,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,2232,1,<p style='color:red'>ہرا</p>,main,"[""हरा"",""लाल""]",urdu mixed,red,incongruent,green,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1779,1,<p style='color:blue'>نیلا</p>,main,"[""हरा"",""नीला""]",urdu mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,1439,1,<p style='color:blue'>نیلا</p>,main,"[""हरा"",""नीला""]",urdu mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,2146,0,<p style='color:blue'>نیلا</p>,main,"[""नीला"",""लाल""]",urdu mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,1555,1,<p style='color:blue'>لال</p>,main,"[""लाल"",""नीला""]",urdu mixed,blue,incongruent,red,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,1804,0,<p style='color:blue'>ہرا</p>,main,"[""नीला"",""हरा""]",urdu mixed,blue,incongruent,green,trial,1,4,3,10,10,"[""nila"",""haraa""]"
P04,3,1560,0,<p style='color:blue'>نیلا</p>,main,"[""नीला"",""लाल""]",urdu mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,1401,0,<p style='color:blue'>نیلا</p>,main,"[""नीला"",""हरा""]",urdu mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""nila"",""haraa""]"
P04,3,1762,1,<p style='color:blue'>نیلا</p>,main,"[""लाल"",""नीला""]",urdu mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,1294,0,<p style='color:red'>لال</p>,main,"[""लाल"",""नीला""]",urdu mixed,red,congruent,red,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,1495,1,<p style='color:blue'>نیلا</p>,main,"[""लाल"",""नीला""]",urdu mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,2863,1,<p style='color:green'>ہرا</p>,main,"[""लाल"",""हरा""]",urdu mixed,green,congruent,green,trial,1,4,3,10,10,"[""laal"",""haraa""]"
P04,3,1412,0,<p style='color:green'>ہرا</p>,main,"[""हरा"",""लाल""]",urdu mixed,green,congruent,green,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1416,0,<p style='color:blue'>نیلا</p>,main,"[""नीला"",""हरा""]",urdu mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""nila"",""haraa""]"
P04,3,1458,1,<p style='color:red'>نیلا</p>,main,"[""नीला"",""लाल""]",urdu mixed,red,incongruent,blue,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,1637,0,<p style='color:red'>لال</p>,main,"[""लाल"",""नीला""]",urdu mixed,red,congruent,red,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,1422,0,<p style='color:green'>نیلا</p>,main,"[""हरा"",""नीला""]",urdu mixed,green,incongruent,blue,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,1630,0,<p style='color:green'>लाल</p>,main,"[""ہرا"",""لال""]",hindi mixed,green,incongruent,red,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1604,0,<p style='color:blue'>नीला</p>,main,"[""نیلا"",""لال""]",hindi mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,1556,1,<p style='color:red'>हरा</p>,main,"[""ہرا"",""لال""]",hindi mixed,red,incongruent,green,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1627,0,<p style='color:green'>लाल</p>,main,"[""ہرا"",""لال""]",hindi mixed,green,incongruent,red,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,950,0,<p style='color:green'>नीला</p>,main,"[""ہرا"",""نیلا""]",hindi mixed,green,incongruent,blue,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,1289,0,<p style='color:green'>हरा</p>,main,"[""ہرا"",""لال""]",hindi mixed,green,congruent,green,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1589,0,<p style='color:red'>नीला</p>,main,"[""لال"",""نیلا""]",hindi mixed,red,incongruent,blue,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,1690,1,<p style='color:blue'>लाल</p>,main,"[""لال"",""نیلا""]",hindi mixed,blue,incongruent,red,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,2365,0,<p style='color:blue'>लाल</p>,main,"[""نیلا"",""لال""]",hindi mixed,blue,incongruent,red,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,1724,0,<p style='color:red'>नीला</p>,main,"[""لال"",""نیلا""]",hindi mixed,red,incongruent,blue,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,1093,0,<p style='color:red'>लाल</p>,main,"[""لال"",""ہرا""]",hindi mixed,red,congruent,red,trial,1,4,3,10,10,"[""laal"",""haraa""]"
P04,3,1720,1,<p style='color:red'>हरा</p>,main,"[""ہرا"",""لال""]",hindi mixed,red,incongruent,green,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1544,1,<p style='color:red'>नीला</p>,main,"[""نیلا"",""لال""]",hindi mixed,red,incongruent,blue,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,1503,1,<p style='color:blue'>नीला</p>,main,"[""ہرا"",""نیلا""]",hindi mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,1318,0,<p style='color:blue'>नीला</p>,main,"[""نیلا"",""ہرا""]",hindi mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""nila"",""haraa""]"
P04,3,1513,1,<p style='color:red'>लाल</p>,main,"[""نیلا"",""لال""]",hindi mixed,red,congruent,red,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,1408,0,<p style='color:red'>लाल</p>,main,"[""لال"",""نیلا""]",hindi mixed,red,congruent,red,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,1544,0,<p style='color:blue'>हरा</p>,main,"[""نیلا"",""ہرا""]",hindi mixed,blue,incongruent,green,trial,1,4,3,10,10,"[""nila"",""haraa""]"
P04,3,1752,0,<p style='color:red'>हरा</p>,main,"[""لال"",""ہرا""]",hindi mixed,red,incongruent,green,trial,1,4,3,10,10,"[""laal"",""haraa""]"
P04,3,1631,1,<p style='color:green'>हरा</p>,main,"[""نیلا"",""ہرا""]",hindi mixed,green,congruent,green,trial,1,4,3,10,10,"[""nila"",""haraa""]"
P04,3,1690,1,<p style='color:green'>नीला</p>,main,"[""نیلا"",""ہرا""]",hindi mixed,green,incongruent,blue,trial,1,4,3,10,10,"[""nila"",""haraa""]"
P04,3,1402,0,<p style='color:green'>लाल</p>,main,"[""ہرا"",""لال""]",hindi mixed,green,incongruent,red,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1514,0,<p style='color:blue'>हरा</p>,main,"[""نیلا"",""ہرا""]",hindi mixed,blue,incongruent,green,trial,1,4,3,10,10,"[""nila"",""haraa""]"
P04,3,1479,1,<p style='color:blue'>लाल</p>,main,"[""لال"",""نیلا""]",hindi mixed,blue,incongruent,red,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,1294,0,<p style='color:green'>हरा</p>,main,"[""ہرا"",""نیلا""]",hindi mixed,green,congruent,green,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,1628,1,<p style='color:green'>नीला</p>,main,"[""نیلا"",""ہرا""]",hindi mixed,green,incongruent,blue,trial,1,4,3,10,10,"[""nila"",""haraa""]"
P04,3,1233,0,<p style='color:green'>हरा</p>,main,"[""ہرا"",""لال""]",hindi mixed,green,congruent,green,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1320,1,<p style='color:green'>हरा</p>,main,"[""نیلا"",""ہرا""]",hindi mixed,green,congruent,green,trial,1,4,3,10,10,"[""nila"",""haraa""]"
P04,3,1552,1,<p style='color:red'>लाल</p>,main,"[""ہرا"",""لال""]",hindi mixed,red,congruent,red,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1405,1,<p style='color:blue'>नीला</p>,main,"[""لال"",""نیلا""]",hindi mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,2777,0,<p style='color:blue'>लाल</p>,main,"[""نیلا"",""لال""]",hindi mixed,blue,incongruent,red,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,1663,1,<p style='color:red'>लाल</p>,main,"[""نیلا"",""لال""]",hindi mixed,red,congruent,red,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,1504,1,<p style='color:red'>नीला</p>,main,"[""نیلا"",""لال""]",hindi mixed,red,incongruent,blue,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,1688,0,<p style='color:green'>नीला</p>,main,"[""ہرا"",""نیلا""]",hindi mixed,green,incongruent,blue,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,1418,1,<p style='color:green'>हरा</p>,main,"[""لال"",""ہرا""]",hindi mixed,green,congruent,green,trial,1,4,3,10,10,"[""laal"",""haraa""]"
P04,3,1691,1,<p style='color:green'>लाल</p>,main,"[""لال"",""ہرا""]",hindi mixed,green,incongruent,red,trial,1,4,3,10,10,"[""laal"",""haraa""]"
P04,3,1494,1,<p style='color:green'>लाल</p>,main,"[""لال"",""ہرا""]",hindi mixed,green,incongruent,red,trial,1,4,3,10,10,"[""laal"",""haraa""]"
P04,3,1525,0,<p style='color:green'>हरा</p>,main,"[""ہرا"",""نیلا""]",hindi mixed,green,congruent,green,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,2127,1,<p style='color:red'>हरा</p>,main,"[""ہرا"",""لال""]",hindi mixed,red,incongruent,green,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1836,0,<p style='color:blue'>नीला</p>,main,"[""نیلا"",""لال""]",hindi mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,2092,1,<p style='color:red'>नीला</p>,main,"[""نیلا"",""لال""]",hindi mixed,red,incongruent,blue,trial,1,4,3,10,10,"[""nila"",""laal""]"
P04,3,1827,0,<p style='color:blue'>नीला</p>,main,"[""نیلا"",""ہرا""]",hindi mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""nila"",""haraa""]"
P04,3,1916,0,<p style='color:red'>लाल</p>,main,"[""لال"",""ہرا""]",hindi mixed,red,congruent,red,trial,1,4,3,10,10,"[""laal"",""haraa""]"
P04,3,1679,1,<p style='color:blue'>हरा</p>,main,"[""ہرا"",""نیلا""]",hindi mixed,blue,incongruent,green,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,2670,1,<p style='color:green'>हरा</p>,main,"[""لال"",""ہرا""]",hindi mixed,green,congruent,green,trial,1,4,3,10,10,"[""laal"",""haraa""]"
P04,3,1675,0,<p style='color:red'>हरा</p>,main,"[""لال"",""ہرا""]",hindi mixed,red,incongruent,green,trial,1,4,3,10,10,"[""laal"",""haraa""]"
P04,3,1663,1,<p style='color:blue'>नीला</p>,main,"[""ہرا"",""نیلا""]",hindi mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,1371,0,<p style='color:red'>लाल</p>,main,"[""لال"",""نیلا""]",hindi mixed,red,congruent,red,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,1698,0,<p style='color:green'>हरा</p>,main,"[""ہرا"",""لال""]",hindi mixed,green,congruent,green,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1467,0,<p style='color:green'>हरा</p>,main,"[""ہرا"",""نیلا""]",hindi mixed,green,congruent,green,trial,1,4,3,10,10,"[""haraa"",""nila""]"
P04,3,1585,0,<p style='color:red'>लाल</p>,main,"[""لال"",""نیلا""]",hindi mixed,red,congruent,red,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,1807,1,<p style='color:red'>लाल</p>,main,"[""ہرا"",""لال""]",hindi mixed,red,congruent,red,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1745,1,<p style='color:red'>लाल</p>,main,"[""ہرا"",""لال""]",hindi mixed,red,congruent,red,trial,1,4,3,10,10,"[""haraa"",""laal""]"
P04,3,1398,0,<p style='color:blue'>नीला</p>,main,"[""نیلا"",""ہرا""]",hindi mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""nila"",""haraa""]"
P04,3,1274,1,<p style='color:blue'>नीला</p>,main,"[""لال"",""نیلا""]",hindi mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,1833,1,<p style='color:blue'>लाल</p>,main,"[""لال"",""نیلا""]",hindi mixed,blue,incongruent,red,trial,1,4,3,10,10,"[""laal"",""nila""]"
P04,3,1462,0,<p style='color:blue'>नीला</p>,main,"[""نیلا"",""لال""]",hindi mixed,blue,congruent,blue,trial,1,4,3,10,10,"[""nila"",""laal""]"
P05,2,2324,0,<p style='color:green'>ہرا</p>,main,"[""ہرا"",""لال""]",urdu pure,green,congruent,green,trial,1,6,8,10,9,"[""haraa"",""laal""]"
P05,2,2444,0,<p style='color:green'>ہرا</p>,main,"[""ہرا"",""لال""]",urdu pure,green,congruent,green,trial,1,6,8,10,9,"[""haraa"",""laal""]"
P05,2,2735,1,<p style='color:red'>ہرا</p>,main,"[""ہرا"",""لال""]",urdu pure,red,incongruent,green,trial,1,6,8,10,9,"[""haraa"",""laal""]"
P05,2,1506,1,<p style='color:green'>ہرا</p>,main,"[""لال"",""ہرا""]",urdu pure,green,congruent,green,trial,1,6,8,10,9,"[""laal"",""haraa""]"
P05,2,2053,0,<p style='color:green'>ہرا</p>,main,"[""ہرا"",""لال""]",urdu pure,green,congruent,green,trial,1,6,8,10,9,"[""haraa"",""laal""]"
P05,2,1252,1,<p style='color:blue'>نیلا</p>,main,"[""لال"",""نیلا""]",urdu pure,blue,congruent,blue,trial,1,6,8,10,9,"[""laal"",""nila""]"
P05,2,1646,0,<p style='color:green'>لال</p>,main,"[""ہرا"",""لال""]",urdu pure,green,incongruent,red,trial,1,6,8,10,9,"[""haraa"",""laal""]"
P05,2,1624,1,<p style='color:blue'>ہرا</p>,main,"[""ہرا"",""نیلا""]",urdu pure,blue,incongruent,green,trial,1,6,8,10,9,"[""haraa"",""nila""]"
P05,2,1049,0,<p style='color:red'>لال</p>,main,"[""لال"",""نیلا""]",urdu pure,red,congruent,red,trial,1,6,8,10,9,"[""laal"",""nila""]"
P05,2,1602,0,<p style='color:red'>نیلا</p>,main,"[""لال"",""نیلا""]",urdu pure,red,incongruent,blue,trial,1,6,8,10,9,"[""laal"",""nila""]"
P05,2,1796,1,<p style='color:red'>لال</p>,main,"[""ہرا"",""لال""]",urdu pure,red,congruent,red,trial,1,6,8,10,9,"[""haraa"",""laal""]"
P05,2,1997,0,<p style='color:green'>لال</p>,main,"[""ہرا"",""لال""]",urdu pure,green,incongruent,red,trial,1,6,8,10,9,"[""haraa"",""laal""]"
P05,2,2275,0,<p style='color:red'>نیلا</p>,main,"[""لال"",""نیلا""]",urdu pure,red,incongruent,blue,trial,1,6,8,10,9,"[""laal"",""nila""]"
P05,2,1832,0,<p style='color:blue'>نیلا</p>,main,"[""نیلا"",""ہرا""]",urdu pure,blue,congruent,blue,trial,1,6,8,10,9,"[""nila"",""haraa""]"
P05,2,1270,1,<p style='color:green'>نیلا</p>,main,"[""نیلا"",""ہرا""]",urdu pure,green,incongruent,blue,trial,1,6,8,10,9,"[""nila"",""haraa""]"
P05,2,1618,0,<p style='color:green'>ہرا</p>,main,"[""ہرا"",""نیلا""]",urdu pure,green,congruent,green,trial,1,6,8,10,9,"[""haraa"",""nila""]"
P05,2,1439,1,<p style='color:red'>لال</p>,main,"[""نیلا"",""لال""]",urdu pure,red,congruent,red,trial,1,6,8,10,9,"[""nila"",""laal""]"
P05,2,1052,0,<p style='color:blue'>نیلا</p>,main,"[""نیلا"",""ہرا""]",urdu pure,blue,congruent,blue,trial,1,6,8,10,9,"[""nila"",""haraa""]"
P05,2,1282,0,<p style='color:blue'>ہرا</p>,main,"[""نیلا"",""ہرا""]",urdu pure,blue,incongruent,green,trial,1,6,8,10,9,"[""nila"",""haraa""]"
P05,2,1624,1,<p style='color:blue'>لال</p>,main,"[""لال"",""نیلا""]",urdu pure,blue,incongruent,red,trial,1,6,8,10,9,"[""laal"",""nila""]"
P05,2,1974,1,<p style='color:blue'>لال</p>,main,"[""لال"",""نیلا""]",urdu pure,blue,incongruent,red,trial,1,6,8,10,9,"[""laal"",""nila""]"
P05,2,1956,0,<p style='color:blue'>ہرا</p>,main,"[""نیلا"",""ہرا""]",urdu pure,blue,incongruent,green,trial,1,6,8,10,9,"[""nila"",""haraa""]"
P05,2,1223,0,<p style='color:green'>ہرا</p>,main,"[""ہرا"",""نیلا""]",urdu pure,green,congruent,green,trial,1,6,8,10,9,"[""haraa"",""nila""]"
P05,2,1484,0,<p style='color:red'>ہرا</p>,main,"[""لال"",""ہرا""]",urdu pure,red,incongruent,green,trial,1,6,8,10,9,"[""laal"",""haraa""]"
P05,2,1804,1,<p style='color:red'>نیلا</p>,main,"[""نیلا"",""لال""]",urdu pure,red,incongruent,blue,trial,1,6,8,10,9,"[""nila"",""laal""]"
P05,2,1422,1,<p style='color:blue'>ہرا</p>,main,"[""ہرا"",""نیلا""]",urdu pure,blue,incongruent,green,trial,1,6,8,10,9,"[""haraa"",""nila""]"
P05,2,2011,1,<p style='color:blue'>نیلا</p>,main,"[""ہرا"",""نیلا""]",urdu pure,blue,congruent,blue,trial,1,6,8,10,9,"[""haraa"",""nila""]"
P05,2,1595,1,<p style='color:green'>لال</p>,main,"[""لال"",""ہرا""]",urdu pure,green,incongruent,red,trial,1,6,8,10,9,"[""laal"",""haraa""]"
P05,2,2212,1,<p style='color:red'>لال</p>,main,"[""ہرا"",""لال""]",urdu pure,red,congruent,red,trial,1,6,8,10,9,"[""haraa"",""laal""]"
P05,2,984,0,<p style='color:blue'>لال</p>,main,"[""نیلا"",""لال""]",urdu pure,blue,incongruent,red,trial,1,6,8,10,9,"[""nila"",""laal""]"
P05,2,2598,0,<p style='color:blue'>نیلا</p>,main,"[""نیلا"",""لال""]",urdu pure,blue,congruent,blue,trial,1,6,8,10,9,"[""nila"",""laal""]"
P05,2,1751,1,<p style='color:green'>ہرا</p>,main,"[""لال"",""ہرا""]",urdu pure,green,congruent,green,trial,1,6,8,10,9,"[""laal"",""haraa""]"
P05,2,2025,1,<p style='color:red'>ہرا</p>,main,"[""ہرا"",""لال""]",urdu pure,red,incongruent,green,trial,1,6,8,10,9,"[""haraa"",""laal""]"
P05,2,1529,1,<p style='color:red'>لال</p>,main,"[""نیلا"",""لال""]",urdu pure,red,congruent,red,trial,1,6,8,10,9,"[""nila"",""laal""]"
P05,2,1512,0,<p style='color:green'>نیلا</p>,main,"[""ہرا"",""نیلا""]",urdu pure,green,incongruent,blue,trial,1,6,8,10,9,"[""haraa"",""nila""]"
